	ID	Text	Text_korr	Span	StartChar	EndChar	Code-annotator1	Code-annotator2	Code-annotator3	Code-annotator4	status	context_before	match	context_after
Aufgaben-Portofolio_15-01-29_21-02-74_SB01+504	17.0	Aufgaben-Portofolio_15-01-29_21-02-74_SB01	15-01-29_Aufgaben-Portofolio_21-02-74_SB01.txt	ich	504	507	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" stellvertr. für Allgemeinheit"	fullmatch	em alle StudentInnen mich immer fragen. Schreiben Sie sich einen Merkzettel für Ihren Schulalltag. 6. Unterrichtsmethode: Stationenlernen 7. Wie kann 	ich	 Unterricht beobachten? Was kann ich lernen? 8. Interviewfragen zum Thema: Guter Lehrer - guter Unterricht. 9. Freie Aufgabe: Konflikte in der Klasse.
Aufgaben-Portofolio_15-01-29_21-02-74_SB01+540	18.0	Aufgaben-Portofolio_15-01-29_21-02-74_SB01	15-01-29_Aufgaben-Portofolio_21-02-74_SB01.txt	ich	540	543	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" stellvertr. für Allgemeinheit"	fullmatch	en. Schreiben Sie sich einen Merkzettel für Ihren Schulalltag. 6. Unterrichtsmethode: Stationenlernen 7. Wie kann ich Unterricht beobachten? Was kann 	ich	 lernen? 8. Interviewfragen zum Thema: Guter Lehrer - guter Unterricht. 9. Freie Aufgabe: Konflikte in der Klasse. Wie geht der Lehrer damit um?      
BA-2011-Edition_15-03-09_24-24-59_SB02+10719	30.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	10719	10722	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" stellvertr. für Allgemeinheit"	Forscher-Ich	Erzähler-Ich*	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+12064	31.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	12064	12067	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" in Beispielen,Zitaten etc"	Erzähler-Ich*	None	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+148168	41.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	None	148168	148171	None	None	Verfasser-Ich	Eid	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+148169	46.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	148169	148172	Eid	Eid	None	None	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+148193	43.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	None	148193	148196	None	None	"""Ich"" stellvertr. für Allgemeinheit"	Eid	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+148194	47.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	148194	148197	Eid	Eid	None	None	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+22320	32.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	22320	22323	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" in Beispielen,Zitaten etc"	Erzähler-Ich	Erzähler-Ich*	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+22347	33.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	22347	22350	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" in Beispielen,Zitaten etc"	Erzähler-Ich	Erzähler-Ich*	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+29444	34.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	29444	29447	Verfasser-Ich	Verfasser-Ich	Erzähler-Ich*	Verfasser-Ich	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+33381	35.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	33381	33384	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" in Beispielen,Zitaten etc"	Forscher-Ich*	"""Ich"" stellvertr. für Allgemeinheit"	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+33463	39.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	33463	33466	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" in Beispielen,Zitaten etc"	None	None	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+33577	36.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	33577	33580	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" stellvertr. für Allgemeinheit"	Forscher-Ich*	"""Ich"" stellvertr. für Allgemeinheit"	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+33903	37.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	33903	33906	"""Ich"" stellvertr. für Allgemeinheit"	Forscher-Ich	Forscher-Ich*	Verfasser-Ich*	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+36392	38.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	36392	36395	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" stellvertr. für Allgemeinheit"	Forscher-Ich*	Erzähler-Ich*	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+36473	31.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	36473	36476	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" stellvertr. für Allgemeinheit"	None	Erzähler-Ich*	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+37055	39.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	37055	37058	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" stellvertr. für Allgemeinheit"	Forscher-Ich*	"""Ich"" stellvertr. für Allgemeinheit"	no_match	None	None	None
BA-2011-Edition_15-03-09_24-24-59_SB02+59767	40.0	BA-2011-Edition_15-03-09_24-24-59_SB02	15-03-09_BA-2011-Edition_24-24-59_SB02.txt	ich	59767	59770	Forscher-Ich*	Verfasser-Ich	Verfasser-Ich*	Erzähler-Ich*	no_match	None	None	None
BA-Arbeit_11-12-10_20-12-91_SB25+1482	44.0	BA-Arbeit_11-12-10_20-12-91_SB25	11-12-10_BA-Arbeit_20-12-91_SB25.txt	ich	1482	1485	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	liederung ein kleiner roter Faden geschaffen, der sich durch deine gesamte Arbeit zieht. Die Dopplung von der Gliederung und der Versuchsnummer finde 	ich	 persönlich etwas ungünstig. Wie wäre es, wenn du an dieser Stelle den Teil mit „Versuch  Nr.“ einfach weglässt? Dass es sich um Versuche handelt, mac
BA-Arbeit_11-12-10_20-12-91_SB25+5823	45.0	BA-Arbeit_11-12-10_20-12-91_SB25	11-12-10_BA-Arbeit_20-12-91_SB25.txt	ich	5823	5826	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	m sprachlichen Marker abzuschließen. Dafür gibt es ganz viele Möglichkeiten, „abschließend“, „letztlich“ usw. sind nur ein paar Beispiele. Dafür kann 	ich	 dir nur die Nutzung von Synonymwebseiten oder auch dem Duden-Synonymwörterbuch empfehlen. Beispiele für Webseiten sind: http://synonyme.woxikon.de/sy
BA-Arbeit_11-12-10_20-12-91_SB25+6083	46.0	BA-Arbeit_11-12-10_20-12-91_SB25	11-12-10_BA-Arbeit_20-12-91_SB25.txt	ich	6083	6086	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	bseiten sind: http://synonyme.woxikon.de/synonyme/schlafen.php http://www.wie-sagt-man-noch.de/synonyme/   Soooo, als kleines Abschlussfeedback: Wow, 	ich	 bin von deinem Deutsch schlichtweg begeistert! Einen Migrationshintergrund merke ich deiner Arbeit überhaupt nicht an und mir ist es schon fast schwe
BA-Arbeit_11-12-10_20-12-91_SB25+6168	47.0	BA-Arbeit_11-12-10_20-12-91_SB25	11-12-10_BA-Arbeit_20-12-91_SB25.txt	ich	6168	6171	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	n-noch.de/synonyme/   Soooo, als kleines Abschlussfeedback: Wow, ich bin von deinem Deutsch schlichtweg begeistert! Einen Migrationshintergrund merke 	ich	 deiner Arbeit überhaupt nicht an und mir ist es schon fast schwer gefallen sogenannte „Baustellen“ in deinem Text zu finden, an denen du für zukünfti
BA-Arbeit_11-12-10_20-12-91_SB25+6365	48.0	BA-Arbeit_11-12-10_20-12-91_SB25	11-12-10_BA-Arbeit_20-12-91_SB25.txt	Ich	6365	6368	SB-Ich	SB-Ich	SB-Ich	SB-Ich	rough_match_5	t es schon fast schwer gefallen sogenannte „Baustellen“ in deinem Text zu finden, an denen du für zukünftige wissenschaftliche Texte arbeiten kannst. 	Ich	 bin schon ganz gespannt auf deine Arbeit. Vielleicht schaffst du es selbst mal kritisch deinen Schreibprozess zu reflektieren und Punkte an denen du 
BA-Arbeit_12-10-29_26-24-82_SB13_SB12+74893	50.0	BA-Arbeit_12-10-29_26-24-82_SB13_SB12	12-10-29_BA-Arbeit_26-24-82_SB13_SB12.txt	Ich	74893	74896	"""Ich"" in Beispielen,Zitaten etc"	"SB thematisiert ""Ich"""	"""Ich"" in Beispielen,Zitaten etc"	"""Ich"" in Beispielen,Zitaten etc"	fullmatch	 die Migrantenkinder überwiegend aus niedrigeren sozialen Schichten rekrutieren, fällt auch der Mittelwert des sozial beeinflusste Kompetenzbereiches 	Ich	-Stärke bei zweisprachigen Kindern signifikant niedriger aus.“ (Heckt/ May 2007, S.12)   Es gab verschiedene Modelle, „diagnosebasierter Sprachförderu
BA-Arbeit_13-06-03_28-17-44_SB01+10397	49.0	BA-Arbeit_13-06-03_28-17-44_SB01	13-06-03_BA-Arbeit_28-17-44_SB01.txt	None	10397	10400	None	"""Ich"" in Beispielen,Zitaten etc"	Verfasser-Ich*	Erzähler-Ich	fullmatch	 am 1990 unterzeichnet und sie wurde am 05.04. 1992 (mit der Hinterlegung der Ratifizierungsurkunde beim Generalsekretär der Vereinten Nationen) muss 	ich	 das weg lassen? in Kraft getreten. In Kamerun hingegen hat der Staat die KRK ein Jahr später nämlich/ d.h. im Jahre 1993 ratifiziert. Nach der Ratifi
BA-Arbeit_13-06-03_28-17-44_SB01+12331	51.0	BA-Arbeit_13-06-03_28-17-44_SB01	13-06-03_BA-Arbeit_28-17-44_SB01.txt	Ich	12331	12334	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich*	fullmatch	l des Kindes (Art. 2-7),  Rechts auf Leben und persönliche Entwicklung und Achtung vor der Meinung und dem Willen des Kindes. (Vgl. Pfaff, 2010, 40). 	Ich	 werde auf die ersten drei Grundprinzipien nicht genau eingehen, da ich mich für das vierte Prinzip entschieden habe. Im Nächsten Kapitel werde ich de
BA-Arbeit_13-06-03_28-17-44_SB01+12402	52.0	BA-Arbeit_13-06-03_28-17-44_SB01	13-06-03_BA-Arbeit_28-17-44_SB01.txt	None	12402	12405	None	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich*	fullmatch	und Achtung vor der Meinung und dem Willen des Kindes. (Vgl. Pfaff, 2010, 40). Ich werde auf die ersten drei Grundprinzipien nicht genau eingehen, da 	ich	 mich für das vierte Prinzip entschieden habe. Im Nächsten Kapitel werde ich der Artikel 12 der UN- KRK erläutern. Die Bedeutung der Art. 12 UN-KRK wi
BA-Arbeit_13-06-03_28-17-44_SB01+12478	53.0	BA-Arbeit_13-06-03_28-17-44_SB01	13-06-03_BA-Arbeit_28-17-44_SB01.txt	ich	12478	12481	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	fullmatch	). Ich werde auf die ersten drei Grundprinzipien nicht genau eingehen, da ich mich für das vierte Prinzip entschieden habe. Im Nächsten Kapitel werde 	ich	 der Artikel 12 der UN- KRK erläutern. Die Bedeutung der Art. 12 UN-KRK wird abschließen skizziert.  Analyse der Artikel 12 der UN-Kinderrechtskonvent
BA-Arbeit_13-06-03_28-17-44_SB01+20852	54.0	BA-Arbeit_13-06-03_28-17-44_SB01	13-06-03_BA-Arbeit_28-17-44_SB01.txt	ich	20852	20855	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	Jahren angehoben. (Vgl. Art.32-36)  Übereinkommen über die Rechte des Kindes, UN-KRK im Wortlaut mit Materialen. (Art.12, Abs.1 u. 2)           Würde 	ich	 nicht weglassen ist gut so. Aber du musst den Satzbau überarbeiten. Meinst du hier Gleichberechtigung? Ich??? Ich würde hier nicht von Ich sprechen. 
BA-Arbeit_13-06-03_28-17-44_SB01+20959	55.0	BA-Arbeit_13-06-03_28-17-44_SB01	13-06-03_BA-Arbeit_28-17-44_SB01.txt	Ich	20959	20962	"SB thematisiert ""Ich"""	SB-Ich	"SB thematisiert ""Ich"""	"SB thematisiert ""Ich"""	fullmatch	alen. (Art.12, Abs.1 u. 2)           Würde ich nicht weglassen ist gut so. Aber du musst den Satzbau überarbeiten. Meinst du hier Gleichberechtigung? 	Ich	??? Ich würde hier nicht von Ich sprechen. Kannst du das anders formulieren? Ja!!! Bau das in den Satz ein.  Hier  fehlt ein Verb. Anderes Verb! Wenn 
BA-Arbeit_13-06-03_28-17-44_SB01+20966	56.0	BA-Arbeit_13-06-03_28-17-44_SB01	13-06-03_BA-Arbeit_28-17-44_SB01.txt	Ich	20966	20969	SB-Ich	SB-Ich	"SB thematisiert ""Ich"""	None	fullmatch	Art.12, Abs.1 u. 2)           Würde ich nicht weglassen ist gut so. Aber du musst den Satzbau überarbeiten. Meinst du hier Gleichberechtigung? Ich??? 	Ich	 würde hier nicht von Ich sprechen. Kannst du das anders formulieren? Ja!!! Bau das in den Satz ein.  Hier  fehlt ein Verb. Anderes Verb! Wenn du „zum
BA-Arbeit_13-06-03_28-17-44_SB01+20991	57.0	BA-Arbeit_13-06-03_28-17-44_SB01	13-06-03_BA-Arbeit_28-17-44_SB01.txt	Ich	20991	20994	"SB thematisiert ""Ich"""	"SB thematisiert ""Ich"""	"SB thematisiert ""Ich"""	None	fullmatch	     Würde ich nicht weglassen ist gut so. Aber du musst den Satzbau überarbeiten. Meinst du hier Gleichberechtigung? Ich??? Ich würde hier nicht von 	Ich	 sprechen. Kannst du das anders formulieren? Ja!!! Bau das in den Satz ein.  Hier  fehlt ein Verb. Anderes Verb! Wenn du „zum anderen“ schreibst, dann
BA-Arbeit_13-06-03_28-17-44_SB01+21177	58.0	BA-Arbeit_13-06-03_28-17-44_SB01	13-06-03_BA-Arbeit_28-17-44_SB01.txt	Ich	21177	21180	SB-Ich	SB-Ich	SB-Ich	SB-Ich	fullmatch	ormulieren? Ja!!! Bau das in den Satz ein.  Hier  fehlt ein Verb. Anderes Verb! Wenn du „zum anderen“ schreibst, dann sollte auch „zum einen“ stehen. 	Ich	 würde die Zusammenfassung nicht so beginnen.    
BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44+2144	88.0	BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44	13-07-29_BA-Experteninterview-Theorie-Methode_28-17-44.txt	ich	2144	2147	Forscher-Ich*	Forscher-Ich*	Forscher-Ich*	"""Ich"" stellvertr. für Allgemeinheit"	rough_match_5	dern zur Identifikation der kulturellen Rahmen sozialer Wirklichkeit zu rekonstruieren, gehört. Eine Beobachtung wären hier eine optimale Methode, da 	ich	 die Möglichkeit hätte mir selbst ein Bild der Partizipation im alltäglichen Leben von Kindern machen zu können. Durch Beobachtung könnte ich die Erfa
BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44+2285	89.0	BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44	13-07-29_BA-Experteninterview-Theorie-Methode_28-17-44.txt	ich	2285	2288	Forscher-Ich*	Forscher-Ich*	Forscher-Ich	"""Ich"" stellvertr. für Allgemeinheit"	rough_match_5	hode, da ich die Möglichkeit hätte mir selbst ein Bild der Partizipation im alltäglichen Leben von Kindern machen zu können. Durch Beobachtung könnte 	ich	 die Erfahrungen direkt am Ort visualisieren und bestimmte Informationen bzw die Verhaltensweise erhalten, die nur durch Beobachtung zu liefern sind. 
BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44+6207	90.0	BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44	13-07-29_BA-Experteninterview-Theorie-Methode_28-17-44.txt	Ich	6207	6210	Forscher-Ich*	Forscher-Ich	Forscher-Ich*	Forscher-Ich*	rough_match_15	probe Mein Interviewpartner Prof. Dr. Rainer Kokemohr kommt aus Deutschland. Er hat an der Universität Hamburg gearbeitet und ist jetzt im Ruhestand. 	Ich	 habe ihn ausgewählt, weil er sich mehrmals zu Feldforschungen in Kamerun aufgehalten hat und Teilhabe an einer Schule mit integriertem Kindergarten i
BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44+6525	91.0	BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44	13-07-29_BA-Experteninterview-Theorie-Methode_28-17-44.txt	ich	6525	6528	Forscher-Ich*	Forscher-Ich*	Forscher-Ich*	Erzähler-Ich*	rough_match_15	s „Ecole pilote de Mbô“ im Jahre 1991 beobachtet und gefördert hat. Aufgrund seiner vielfältigen Erfahrungen mit Kamerunischen Lebensgestaltung, gehe 	ich	 davon aus, dass er bestimmte Erklärungsmöglichkeiten über meine Fragestellung verfügt. Ich möchte gern von ihm erfahren, inwieweit Partizipation und 
BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44+6616	92.0	BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44	13-07-29_BA-Experteninterview-Theorie-Methode_28-17-44.txt	Ich	6616	6619	Forscher-Ich*	Forscher-Ich*	Forscher-Ich	Erzähler-Ich	rough_match_15	tigen Erfahrungen mit Kamerunischen Lebensgestaltung, gehe ich davon aus, dass er bestimmte Erklärungsmöglichkeiten über meine Fragestellung verfügt. 	Ich	 möchte gern von ihm erfahren, inwieweit Partizipation und Pädagogik sich in Kamerun berühren und woran es liegt, dass Partizipation nicht so funktion
BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44+6937	93.0	BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44	13-07-29_BA-Experteninterview-Theorie-Methode_28-17-44.txt	ich	6937	6940	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich	rough_match_15	tikel 12 der UN- Kinderrechtskonvention beschrieben ist. Zur Auswahl des Interviewpartners half mir der Pr. Dr. Hans-Christoph Koller und darüber bin 	ich	 ihm sehr dankbar? Das Interview fang an Herrn Kokemohr’s Haus unter freundlicher und familiäre Atmosphäre statt. Die Begeisterung über mein Thema füh
BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44+7103	94.0	BA-Experteninterview-Theorie-Methode_13-07-29_28-17-44	13-07-29_BA-Experteninterview-Theorie-Methode_28-17-44.txt	ich	7103	7106	Erzähler-Ich	Erzähler-Ich	Erzähler-Ich*	Erzähler-Ich*	rough_match_15	bar? Das Interview fang an Herrn Kokemohr’s Haus unter freundlicher und familiäre Atmosphäre statt. Die Begeisterung über mein Thema führt dazu, dass 	ich	 von ihm am Ende des Interviews detaillierte Vorschlagmöglichkeiten, wie die Durchführung meines Projekts später gut verlaufen könnte.  5.2 Auswertung
BA-Film_15-06-10_23-01-48_SB20+17215	95.0	BA-Film_15-06-10_23-01-48_SB20	15-06-10_BA-Film_23-01-48_SB20.txt	Ich	17215	17218	Eid	Eid	Eid	Eid	no_match	None	None	None
BA-Film_15-06-10_23-01-48_SB20+17283	96.0	BA-Film_15-06-10_23-01-48_SB20	15-06-10_BA-Film_23-01-48_SB20.txt	ich	17283	17286	Eid	Eid	Eid	Eid	no_match	None	None	None
BA-Film_15-06-10_23-01-48_SB20+17768	97.0	BA-Film_15-06-10_23-01-48_SB20	15-06-10_BA-Film_23-01-48_SB20.txt	Ich	17768	17771	Eid	Eid	Eid	Eid	rough_match_20	 Zeichnungen, Skizzen, bildlichen Darstellungen und dergleichen. Ich versichere, diese Arbeit nicht bereits in einem anderen Prüfungsverfahren eingere	ich	t zu haben und bestätige, dass diese eingereichte schriftliche Fassung derjenigen auf dem Speichermedium entspricht.         Ort, Datum       Untersch
BA-Flucht-und-Migration_16-10-03_07-22-61_SB02+192	98.0	BA-Flucht-und-Migration_16-10-03_07-22-61_SB02	16-10-03_BA-Flucht-und-Migration_07-22-61_SB02.txt	ich	192	195	"""Ich"" stellvertr. für Allgemeinheit"	"""Ich"" stellvertr. für Allgemeinheit"	Schreiber-Ich	"""Ich"" stellvertr. für Allgemeinheit"	fullmatch	teiligung von Flüchtlingskindern im deutschen Schulsystem vermeiden?  Gliederung:   • Einleitung (Gegenstand in der Erziehungswissenschaft/ wie setze 	ich	 mich mit dem Thema auseinander)   2.  Hintergründe und Motivation   2.1 Flucht und Migration 2.2 Migrationshintergrund 2.3 Asylanten und Asylrecht, F
BA-Flucht-und-Migration_16-10-03_07-22-61_SB02+2265	99.0	BA-Flucht-und-Migration_16-10-03_07-22-61_SB02	16-10-03_BA-Flucht-und-Migration_07-22-61_SB02.txt	ich	2265	2268	Verfasser-Ich*	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_15	ingskindern im deutschen Bildungssystem vermeiden lässt. Hierbei werde ich bildungs-und integrationspolitische Erwägungen präsentieren. Hierzu möchte 	ich	 mich mit der Schulsituation der besagten Kinder und Jugendlichen auseinandersetzen und werde mich mit der Relevanz des Spracherwerbs beschäftigen. Be
BA-Flucht-und-Migration_16-10-03_07-22-61_SB02+2433	100.0	BA-Flucht-und-Migration_16-10-03_07-22-61_SB02	16-10-03_BA-Flucht-und-Migration_07-22-61_SB02.txt	ich	2433	2436	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	Verfasser-Ich	rough_match_15	chulsituation der besagten Kinder und Jugendlichen auseinandersetzen und werde mich mit der Relevanz des Spracherwerbs beschäftigen. Besonders möchte 	ich	 auch auf die Situation der geflüchteten Kinder und Jugendlichen eingehen und erarbeiten, welche pädagogischen und bildungspolitischen Maßnahmen, dies
